ID,Pharmacy-Name,Phone,Credential,CredentialId,Location,Address,City,State,Concat,Zip,Found,Coordinates,Lats,Long,County,Color,Size,Label,cluster
390,CVS/PHARMACY #17324,(203) 278-5056,PCY.0002092,"472,011","20 W MAIN ST
CT 06401-1812
(41.3434, -73.079591)",20 W MAIN ST,ANSONIA,CT,"20 W MAIN ST, ANSONIA, CT",06401-1812,Match,"-73.07974,41.345768",-73.07974,41.345768,New Haven County,Green,Tiny,E,5
391,HANCOCK LTC INC,(203) 235-0335,PCY.0002306,"1,261,901","29 GRAVEL ST
CT 06450-4607
(41.529289, -72.775236)",29 GRAVEL ST,MERIDEN,CT,"29 GRAVEL ST, MERIDEN, CT",06450-4607,Match,"-72.77529,41.52923",-72.77529,41.52923,New Haven County,Green,Tiny,E,5
392,CVS PHARMACY #1183,(860) 244-9424,PCY.0001450,"38,900","777 MAIN ST
CT 06103-2308
(41.765961, -72.673301)",777 MAIN ST,HARTFORD,CT,"777 MAIN ST, HARTFORD, CT",06103-2308,Match,"-72.673355,41.765785",-72.673355,41.765785,Hartford County,Orange,Tiny,B,2
393,CVS PHARMACY #3835,(860) 613-0499,PCY.0002130,"519,278","72 BERLIN RD
CT 06416-2602
(41.601781, -72.691696)",72 BERLIN RD,CROMWELL,CT,"72 BERLIN RD, CROMWELL, CT",06416-2602,Match,"-72.69197,41.601807",-72.69197,41.601807,Middlesex County,Purple,Small,D,4
394,CVS PHARMACY #1102,(860) 243-8351,PCY.0001024,"37,984","341 COTTAGE GROVE RD
CT 06002-3148
(41.817624, -72.713663)",341 COTTAGE GROVE RD,BLOOMFIELD,CT,"341 COTTAGE GROVE RD, BLOOMFIELD, CT",06002-3148,Match,"-72.715775,41.81816",-72.715775,41.81816,Hartford County,Orange,Tiny,B,2
395,WALGREENS #01977,(860) 896-1485,PCY.0002013,"414,164","188 UNION ST
CT 06066-2429
(41.868478, -72.46499)",188 UNION ST,VERNON,CT,"188 UNION ST, VERNON, CT",06066-2429,Match,"-72.46514,41.86846",-72.46514,41.86846,Tolland County,Red,Mid,G,7
396,WALGREENS #10144,(860) 482-8837,PCY.0002088,"467,090","1745 E MAIN ST
CT 06790-3520
(41.821, -73.082179)",1745 E MAIN ST,TORRINGTON,CT,"1745 E MAIN ST, TORRINGTON, CT",06790-3520,Match,"-73.08156,41.82101",-73.08156,41.82101,Litchfield County,Blue,Mid,C,3
397,CVS PHARMACY #2572,(203) 383-7735,PCY.0001757,"306,652","1 HAWLEY LN
CT 06614-1200
(41.231119, -73.153264)",1 HAWLEY LN,STRATFORD,CT,"1 HAWLEY LN, STRATFORD, CT",06614-1200,Match,"-73.15362,41.23094",-73.15362,41.23094,Fairfield,Red,Tiny,A,1
398,CVS PHARMACY #865,(203) 235-8285,PCY.0001289,"38,448","839 E MAIN ST
CT 06450-6006
(41.52827, -72.775136)",839 E MAIN ST,MERIDEN,CT,"839 E MAIN ST, MERIDEN, CT",06450-6006,Match,"-72.77517,41.528305",-72.77517,41.528305,New Haven County,Green,Tiny,E,5
399,CVS/PHARMACY #16603,(860) 741-8054,PCY.0001790,"288,615","90 ELM ST
CT 06082-3770
(41.997903, -72.583405)",90 ELM ST,ENFIELD,CT,"90 ELM ST, ENFIELD, CT",06082-3770,Match,"-72.584755,41.997856",-72.584755,41.997856,Hartford County,Orange,Tiny,B,2
400,CVS PHARMACY #629,(203) 794-9438,PCY.0001212,"38,228","146 SOUTH ST
CT 06810-7951
(41.386125, -73.444576)",146 SOUTH ST,DANBURY,CT,"146 SOUTH ST, DANBURY, CT",06810-7951,Match,"-73.44447,41.38606",-73.44447,41.38606,Fairfield,Red,Tiny,A,1
401,CVS/PHARMACY #17071,(203) 859-3695,PCY.0001954,"394,019","25 BOSTON POST RD
CT 06477-3203
(41.279319, -72.986055)",25 BOSTON POST RD,ORANGE,CT,"25 BOSTON POST RD, ORANGE, CT",06477-3203,Match,"-72.990265,41.27603",-72.990265,41.27603,New Haven County,Green,Tiny,E,5
403,WALGREENS #13945,(203) 777-7863,PCY.0002203,"981,024","800 HOWARD AVE
CT 06519-1369
(41.302786, -72.93611)",800 HOWARD AVE STE 197,NEW HAVEN,CT,"800 HOWARD AVE STE 197, NEW HAVEN, CT",06519-1369,Match,"-72.9363,41.303062",-72.9363,41.303062,New Haven County,Green,Tiny,E,5
405,WAL-MART PHARMACY #10-2299,(860) 635-1507,PCY.0001635,"182,094","161 BERLIN RD
CT 06416-1021
(41.607262, -72.712776)",161 BERLIN RD,CROMWELL,CT,"161 BERLIN RD, CROMWELL, CT",06416-1021,Match,"-72.71462,41.607918",-72.71462,41.607918,Middlesex County,Purple,Small,D,4
406,CVS/PHARMACY #17238,(203) 437-3674,PCY.0002069,"445,112","300 CHASE AVE
CT 06704-2246
(41.581419, -73.034503)",300 CHASE AVE,WATERBURY,CT,"300 CHASE AVE, WATERBURY, CT",06704-2246,Match,"-73.034134,41.58124",-73.034134,41.58124,New Haven County,Green,Tiny,E,5
407,NORWALK PHARMACY LLC,(203) 536-4901,PCY.0002172,"923,918","250 WESTPORT AVE
CT 06851-4158
(41.124839, -73.395781)",250 WESTPORT AVE,NORWALK,CT,"250 WESTPORT AVE, NORWALK, CT",06851-4158,Match,"-73.39737,41.12444",-73.39737,41.12444,Fairfield,Red,Tiny,A,1
408,CVS PHARMACY #785,(860) 487-2034,PCY.0001674,"199,501","632 MIDDLE TPKE
CT 06268-1308
(41.827323, -72.267022)",632 MIDDLE TPKE,STORRS MANSFIELD,CT,"632 MIDDLE TPKE, STORRS MANSFIELD, CT",06268-1308,Match,"-72.26489,41.82804",-72.26489,41.82804,Tolland County,Red,Mid,G,7
409,WAL-MART PHARMACY #10-1980,(860) 928-4199,PCY.0001553,"74,162","625 SCHOOL ST
CT 06260-2424
(41.924541, -71.889099)",625 SCHOOL ST,PUTNAM,CT,"625 SCHOOL ST, PUTNAM, CT",06260-2424,Match,"-71.8886,41.924446",-71.8886,41.924446,Windham County,Grey,Big,L,8
410,WALGREENS #15389,(860) 673-3219,PCY.0002245,"1,081,997","5 MILL ST
CT 06085-1019
(41.756672, -72.887014)",5 MILL ST,UNIONVILLE,CT,"5 MILL ST, UNIONVILLE, CT",06085-1019,Match,"-72.88724,41.756733",-72.88724,41.756733,Hartford County,Orange,Tiny,B,2
411,CVS PHARMACY #1276,(860) 584-8998,PCY.0001473,"39,100","81 NORTH ST
CT 06010-4152
(41.681278, -72.94622)",81 NORTH ST,BRISTOL,CT,"81 NORTH ST, BRISTOL, CT",06010-4152,Match,"-72.94679,41.6813",-72.94679,41.6813,Hartford County,Orange,Tiny,B,2
412,TOWNE PHARMACY,(203) 488-1631,PCY.0000457,"37,326","1012 MAIN ST
CT 06405-3730
(41.281805, -72.81119)",1012 MAIN ST,BRANFORD,CT,"1012 MAIN ST, BRANFORD, CT",06405-3730,Match,"-72.81163,41.281414",-72.81163,41.281414,New Haven County,Green,Tiny,E,5
413,CVS PHARMACY #1101,(860) 568-1700,PCY.0000989,"37,794","16 MAIN ST
CT 06118-3208
(41.727907, -72.616753)",16 MAIN ST,EAST HARTFORD,CT,"16 MAIN ST, EAST HARTFORD, CT",06118-3208,Match,"-72.62221,41.731155",-72.62221,41.731155,Hartford County,Orange,Tiny,B,2
414,CVS PHARMACY #1070,(860) 623-2407,PCY.0000703,"37,548","90 MAIN ST
CT 06096-1913
(41.931169, -72.627541)",90 MAIN ST,WINDSOR LOCKS,CT,"90 MAIN ST, WINDSOR LOCKS, CT",06096-1913,Match,"-72.62753,41.93064",-72.62753,41.93064,Hartford County,Orange,Tiny,B,2
415,WALGREENS #11605,(203) 924-7740,PCY.0001682,"153,281","73 CENTER ST
CT 06484-3243
(41.316164, -73.093967)",73 CENTER ST,SHELTON,CT,"73 CENTER ST, SHELTON, CT",06484-3243,Match,"-73.09403,41.316154",-73.09403,41.316154,Fairfield,Red,Tiny,A,1
416,RITE AID  #1839,203-933-5260,PCY.0001666,"194,050","70 ELM ST
CT 06516-3810
(41.27894, -72.942171)",70 ELM ST,WEST HAVEN,CT,"70 ELM ST, WEST HAVEN, CT",06516-3810,Match,"-72.94336,41.278572",-72.94336,41.278572,New Haven County,Green,Tiny,E,5
417,WAL-MART PHARMACY #10-2163,(203) 929-1144,PCY.0001582,"168,761","465 BRIDGEPORT AVE
CT 06484-4751
(41.290272, -73.111998)",465 BRIDGEPORT AVE,SHELTON,CT,"465 BRIDGEPORT AVE, SHELTON, CT",06484-4751,Match,"-73.11189,41.290462",-73.11189,41.290462,Fairfield,Red,Tiny,A,1
418,WALGREENS #06966,(203) 757-1998,PCY.0001812,"314,839","11 MERIDEN RD
CT 06705-1933
(41.547122, -73.017334)",11 MERIDEN RD,WATERBURY,CT,"11 MERIDEN RD, WATERBURY, CT",06705-1933,Match,"-73.01737,41.547035",-73.01737,41.547035,New Haven County,Green,Tiny,E,5
420,APOTHECARY & WELLNESS CENTER,(203) 789-4076,PCY.0002086,"462,999","1450 CHAPEL ST
CT 06511-4405
(41.311054, -72.943228)",1450 CHAPEL ST,NEW HAVEN,CT,"1450 CHAPEL ST, NEW HAVEN, CT",06511-4405,Match,"-72.94401,41.311165",-72.94401,41.311165,New Haven County,Green,Tiny,E,5
422,STOP & SHOP PHARMACY #693,860-569-7135,PCY.0001505,"39,116","940 SILVER LN
CT 06118-1235
(41.765491, -72.602083)",940 SILVER LN,EAST HARTFORD,CT,"940 SILVER LN, EAST HARTFORD, CT",06118-1235,Match,"-72.602974,41.765385",-72.602974,41.765385,Hartford County,Orange,Tiny,B,2
423,CVS PHARMACY #1038,(860) 236-9348,PCY.0001329,"247,224","1044 BOULEVARD
CT 06119-1801
(41.760184, -72.716333)",1044 BOULEVARD,WEST HARTFORD,CT,"1044 BOULEVARD, WEST HARTFORD, CT",06119-1801,Match,"-72.716484,41.76019",-72.716484,41.76019,Hartford County,Orange,Tiny,B,2
424,CVS PHARMACY #2140,(203) 465-7055,PCY.0001649,"186,608","526 MERIDEN RD
CT 06705-2217
(41.552506, -73.001172)",526 MERIDEN RD,WATERBURY,CT,"526 MERIDEN RD, WATERBURY, CT",06705-2217,Match,"-73.00092,41.552505",-73.00092,41.552505,New Haven County,Green,Tiny,E,5
425,CVS PHARMACY #288,(860) 582-8167,PCY.0000331,"244,512","839 FARMINGTON AVE
CT 06010-3922
(41.693108, -72.915596)",839 FARMINGTON AVE,BRISTOL,CT,"839 FARMINGTON AVE, BRISTOL, CT",06010-3922,Match,"-72.9152,41.69324",-72.9152,41.69324,Hartford County,Orange,Tiny,B,2
426,STOP & SHOP PHARMACY #647,(203) 876-0654,PCY.0001747,"230,523","855 BRIDGEPORT AVE
CT 06460-3171
(41.21283, -73.078157)",855 BRIDGEPORT AVE,MILFORD,CT,"855 BRIDGEPORT AVE, MILFORD, CT",06460-3171,Match,"-73.07688,41.213493",-73.07688,41.213493,New Haven County,Green,Tiny,E,5
427,WALGREENS #01451,(203) 878-7265,PCY.0001950,"392,857","1083 BOSTON POST RD
CT 06460-3550
(41.233253, -73.043097)",1083 BOSTON POST RD,MILFORD,CT,"1083 BOSTON POST RD, MILFORD, CT",06460-3550,Match,"-73.04489,41.232338",-73.04489,41.232338,New Haven County,Green,Tiny,E,5
428,CVS PHARMACY #760,(860) 224-3494,PCY.0001242,"233,493","713 W MAIN ST
CT 06053-3969
(41.666418, -72.806642)",713 W MAIN ST,NEW BRITAIN,CT,"713 W MAIN ST, NEW BRITAIN, CT",06053-3969,Match,"-72.80723,41.666492",-72.80723,41.666492,Hartford County,Orange,Tiny,B,2
429,RITE AID #4620,(203) 879-5853,PCY.0001618,"50,409","744 WOLCOTT RD
CT 06716-1906
(41.602586, -72.986604)",744 WOLCOTT RD,WOLCOTT,CT,"744 WOLCOTT RD, WOLCOTT, CT",06716-1906,Match,"-72.9864,41.604416",-72.9864,41.604416,New Haven County,Green,Tiny,E,5
430,PROFESSIONAL HOMECARE SERVICES INC,(860) 632-3600,PCY.0001879,"375,235","106 SEBETHE DR
STE A, CT 06416-1094
(41.611702, -72.707638)",106 SEBETHE DR STE A,CROMWELL,CT,"106 SEBETHE DR STE A, CROMWELL, CT",06416-1094,Match,"-72.71131,41.616848",-72.71131,41.616848,Middlesex County,Purple,Small,D,4
431,WALGREENS #11620,(203) 322-7669,PCY.0002159,"910,823","1203 HIGH RIDGE RD
CT 06905-1214
(41.110623, -73.546781)",1203 HIGH RIDGE RD,STAMFORD,CT,"1203 HIGH RIDGE RD, STAMFORD, CT",06905-1214,Match,"-73.5472,41.109364",-73.5472,41.109364,Fairfield,Red,Tiny,A,1
432,STAMFORD RX INC,(203) 883-8484,PCY.0002198,"980,174","1055 HIGH RIDGE RD
CT 06905-1121
(41.108562, -73.547451)",1055 HIGH RIDGE RD,STAMFORD,CT,"1055 HIGH RIDGE RD, STAMFORD, CT",06905-1121,Match,"-73.54819,41.105972",-73.54819,41.105972,Fairfield,Red,Tiny,A,1
433,CVS PHARMACY #7916,(860) 673-8006,PCY.0002036,"428,875","292 SPIELMAN HWY
CT 06013-1727
(41.770277, -72.970287)",292 SPIELMAN HWY,BURLINGTON,CT,"292 SPIELMAN HWY, BURLINGTON, CT",06013-1727,Match,"-72.97271,41.772324",-72.97271,41.772324,Hartford County,Orange,Tiny,B,2
434,"GENOA HEALTHCARE, LLC",(888) 436-6277,PCY.0002140,"531,263","883 PADDOCK AVE
CT 06450-7044
(41.50608, -72.776372)",883 PADDOCK AVE,MERIDEN,CT,"883 PADDOCK AVE, MERIDEN, CT",06450-7044,Match,"-72.77632,41.505993",-72.77632,41.505993,New Haven County,Green,Tiny,E,5
436,CVS PHARMACY #1027,(860) 887-5970,PCY.0001318,"239,701","372 W MAIN ST
CT 06360-5421
(41.520924, -72.092165)",372 W MAIN ST,NORWICH,CT,"372 W MAIN ST, NORWICH, CT",06360-5421,Match,"-72.070015,41.524185",-72.070015,41.524185,New London County,Black,Mid,F,6
438,CVS PHARMACY #1152,(860) 691-0380,PCY.0001392,"38,686","58 PENNSYLVANIA AVE
CT 06357-3230
(41.325988, -72.193166)",58 PENNSYLVANIA AVE,NIANTIC,CT,"58 PENNSYLVANIA AVE, NIANTIC, CT",06357-3230,Match,"-72.19297,41.32565",-72.19297,41.32565,New London County,Black,Mid,F,6
439,CVS PHARMACY #1213,(203) 966-6758,PCY.0001420,"258,094","94 PARK ST
CT 06840-5401
(41.146134, -73.49535)",94 PARK ST,NEW CANAAN,CT,"94 PARK ST, NEW CANAAN, CT",06840-5401,Match,"-73.49535,41.146442",-73.49535,41.146442,Fairfield,Red,Tiny,A,1
440,CVS PHARMACY #2099,(860) 769-6870,PCY.0001792,"289,298","479 BLUE HILLS AVE
CT 06112-1514
(41.798813, -72.695496)",479 BLUE HILLS AVE,HARTFORD,CT,"479 BLUE HILLS AVE, HARTFORD, CT",06112-1514,Match,"-72.69527,41.79935",-72.69527,41.79935,Hartford County,Orange,Tiny,B,2
441,RITE AID  #10343,(860) 224-7798,PCY.0001731,"223,000","1350 STANLEY ST
CT 06053-3224
(41.683953, -72.76754)",1350 STANLEY ST,NEW BRITAIN,CT,"1350 STANLEY ST, NEW BRITAIN, CT",06053-3224,Match,"-72.76754,41.68363",-72.76754,41.68363,Hartford County,Orange,Tiny,B,2
442,WALGREENS #02228,(860) 633-4186,PCY.0002112,"499,977","2900 MAIN ST
CT 06033-1027
(41.722464, -72.614772)",2900 MAIN ST,GLASTONBURY,CT,"2900 MAIN ST, GLASTONBURY, CT",06033-1027,Match,"-72.61504,41.72357",-72.61504,41.72357,Hartford County,Orange,Tiny,B,2
443,GPG LLC,(203) 801-0808,PCY.0002314,"1,283,179","118 MAIN ST
CT 06840-4709
(41.147034, -73.492196)",118 MAIN ST,NEW CANAAN,CT,"118 MAIN ST, NEW CANAAN, CT",06840-4709,Match,"-73.491745,41.145836",-73.491745,41.145836,Fairfield,Red,Tiny,A,1
444,BRIDGEPORT CHEMISTS,(203) 367-3666,PCY.0000591,"289,336","1407 FAIRFIELD AVE
CT 06605-1928
(41.172842, -73.210472)",1407 FAIRFIELD AVE,BRIDGEPORT,CT,"1407 FAIRFIELD AVE, BRIDGEPORT, CT",06605-1928,Match,"-73.210526,41.172813",-73.210526,41.172813,Fairfield,Red,Tiny,A,1
445,WALGREENS #11164,(203) 894-8744,PCY.0002136,"525,744","46A DANBURY RD
CT 06877-4019
(41.290613, -73.496708)",46A DANBURY RD,RIDGEFIELD,CT,"46A DANBURY RD, RIDGEFIELD, CT",06877-4019,Match,"-73.49738,41.290127",-73.49738,41.290127,Fairfield,Red,Tiny,A,1
446,CVS PHARMACY #5881,(203) 322-1520,PCY.0002304,"1,248,309","969 HIGH RIDGE RD
CT 06905-1608
(41.104813, -73.548435)",969 HIGH RIDGE RD,STAMFORD,CT,"969 HIGH RIDGE RD, STAMFORD, CT",06905-1608,Match,"-73.548355,41.104122",-73.548355,41.104122,Fairfield,Red,Tiny,A,1
447,WALGREENS #10177,(203) 299-1215,PCY.0002125,"515,615","54 WEST AVE
CT 06854-2225
(41.103787, -73.419825)",54 WEST AVE,NORWALK,CT,"54 WEST AVE, NORWALK, CT",06854-2225,Match,"-73.419846,41.10355",-73.419846,41.10355,Fairfield,Red,Tiny,A,1
448,WAL-MART STORE #5095,(860) 953-0725,PCY.0001938,"390,332","495 FLATBUSH AVE
CT 06106-3601
(41.742599, -72.711909)",495 FLATBUSH AVE,HARTFORD,CT,"495 FLATBUSH AVE, HARTFORD, CT",06106-3601,Match,"-72.71262,41.742516",-72.71262,41.742516,Hartford County,Orange,Tiny,B,2
449,UNITY PHARMACY,(203) 955-1781,PCY.0002282,"1,188,316","1326 POST RD
CT 06824-6012
(41.142235, -73.255675)",1326 POST RD,FAIRFIELD,CT,"1326 POST RD, FAIRFIELD, CT",06824-6012,Match,"-73.255196,41.142673",-73.255196,41.142673,Fairfield,Red,Tiny,A,1
450,BORDONARO'S PHARMACY INC,(860) 342-3390,PCY.0000752,"37,558","283 MAIN ST
CT 06480-1856
(41.484472, -73.212844)",283 MAIN ST,PORTLAND,CT,"283 MAIN ST, PORTLAND, CT",06480-1856,Match,"-72.63811,41.576355",-72.63811,41.576355,Middlesex County,Purple,Small,D,4
451,LANGS PHARMACY OF WILTON CENTER,(203) 241-4711,PCY.0002343,"1,383,339","28 CENTER ST
CT 06897-3007
(41.195131, -73.432869)",28 CENTER ST,WILTON,CT,"28 CENTER ST, WILTON, CT",06897-3007,Match,"-73.43297,41.19525",-73.43297,41.19525,Fairfield,Red,Tiny,A,1
452,RITE AID  #4778,(203) 469-7648,PCY.0001644,"186,746","588 MAIN ST
CT 06512-2001
(41.283646, -72.882729)",588 MAIN ST,EAST HAVEN,CT,"588 MAIN ST, EAST HAVEN, CT",06512-2001,Match,"-72.88263,41.2836",-72.88263,41.2836,New Haven County,Green,Tiny,E,5
453,CVS PHARMACY #2545,(203) 730-4870,PCY.0001875,"369,198","35 PADANARAM RD
CT 06811-3701
(41.417385, -73.463018)",35 PADANARAM RD,DANBURY,CT,"35 PADANARAM RD, DANBURY, CT",06811-3701,Match,"-73.46321,41.417553",-73.46321,41.417553,Fairfield,Red,Tiny,A,1
454,STOP & SHOP PHARMACY #657,(860) 274-7461,PCY.0001794,"289,907","763 STRAITS TPKE
CT 06795-3318
(41.572009, -73.099253)",763 STRAITS TPKE,WATERTOWN,CT,"763 STRAITS TPKE, WATERTOWN, CT",06795-3318,Match,"-73.09899,41.570923",-73.09899,41.570923,Litchfield County,Blue,Mid,C,3
455,WAL-MART PHARMACY #10-2719,(860) 585-1103,PCY.0001765,"244,351","1400 FARMINGTON AVE
CT 06010-4701
(41.698858, -72.896917)",1400 FARMINGTON AVE,BRISTOL,CT,"1400 FARMINGTON AVE, BRISTOL, CT",06010-4701,Match,"-72.90152,41.698063",-72.90152,41.698063,Hartford County,Orange,Tiny,B,2
456,WALGREENS #12315,(203) 270-4658,PCY.0002209,"987,411","49 S MAIN ST
CT 06470-2141
(41.401473, -73.296936)",49 S MAIN ST,NEWTOWN,CT,"49 S MAIN ST, NEWTOWN, CT",06470-2141,Match,"-73.31021,41.415516",-73.31021,41.415516,Fairfield,Red,Tiny,A,1
457,STOP & SHOP PHARMACY #696,(203) 931-9478,PCY.0002048,"433,320","460 ELM STREET
CT 06516
(41.272872, -72.957388)",460 ELM STREET,WEST HAVEN,CT,"460 ELM STREET, WEST HAVEN, CT",6516,Match,"-72.95779,41.272263",-72.95779,41.272263,New Haven County,Green,Tiny,E,5
458,WALGREENS #13947,(203) 777-7880,PCY.0002200,"981,006","1415 CHAPEL ST
CT 06511-4421
(41.310882, -72.942477)",1415 CHAPEL ST,NEW HAVEN,CT,"1415 CHAPEL ST, NEW HAVEN, CT",06511-4421,Match,"-72.94239,41.31085",-72.94239,41.31085,New Haven County,Green,Tiny,E,5
459,WALGREENS #03944,(203) 481-0386,PCY.0000997,"37,798","329 E MAIN ST
CT 06405-3106
(41.292868, -72.785292)",329 E MAIN ST,BRANFORD,CT,"329 E MAIN ST, BRANFORD, CT",06405-3106,Match,"-72.82111,41.2774",-72.82111,41.2774,New Haven County,Green,Tiny,E,5
461,WAL-MART PHARMACY #10-2232,2034883914,PCY.0001633,"180,340","120 COMMERCIAL PARKWAY
CT 06405
(41.280481, -72.831521)",120 COMMERCIAL PARKWAY,BRANFORD,CT,"120 COMMERCIAL PARKWAY, BRANFORD, CT",6405,Match,"-72.830894,41.278152",-72.830894,41.278152,New Haven County,Green,Tiny,E,5
462,RIVERSIDE PHARMACY INC,(201) 270-8013,PCY.0002311,"1,275,709","926 MAIN ST
CT 06108-2237
(41.770237, -72.643217)",926 MAIN ST,EAST HARTFORD,CT,"926 MAIN ST, EAST HARTFORD, CT",06108-2237,Match,"-72.643295,41.770065",-72.643295,41.770065,Hartford County,Orange,Tiny,B,2
463,CVS PHARMACY #839,(860) 793-9248,PCY.0001276,"38,443","14 FARMINGTON AVE
CT 06062-1780
(41.675272, -72.857973)",14 FARMINGTON AVE,PLAINVILLE,CT,"14 FARMINGTON AVE, PLAINVILLE, CT",06062-1780,Match,"-72.85763,41.676033",-72.85763,41.676033,Hartford County,Orange,Tiny,B,2
464,CVS PHARMACY #1154,(203) 750-6901,PCY.0001585,"172,480","6 WILLARD RD
CT 06851-4414
(41.127394, -73.387624)",6 WILLARD RD,NORWALK,CT,"6 WILLARD RD, NORWALK, CT",06851-4414,Match,"-73.38762,41.128155",-73.38762,41.128155,Fairfield,Red,Tiny,A,1
465,CVS PHARMACY #2056,(860) 536-5635,PCY.0001736,"225,616","25 BROADWAY AVE
CT 06355-2834
(41.352619, -71.963886)",25 BROADWAY AVE,MYSTIC,CT,"25 BROADWAY AVE, MYSTIC, CT",06355-2834,Match,"-71.96391,41.352592",-71.96391,41.352592,New London County,Black,Mid,F,6
466,CVS PHARMACY #1097,(860) 482-8298,PCY.0001156,"38,210","661 MAIN ST
CT 06790-3602
(41.813859, -73.121464)",661 MAIN ST,TORRINGTON,CT,"661 MAIN ST, TORRINGTON, CT",06790-3602,Match,"-73.121376,41.81302",-73.121376,41.81302,Litchfield County,Blue,Mid,C,3
468,WALGREENS #09784,(860) 289-4944,PCY.0001465,"284,403","20 CONNECTICUT BLVD
CT 06108-3007
(41.769426, -72.64476)",20 CONNECTICUT BLVD,EAST HARTFORD,CT,"20 CONNECTICUT BLVD, EAST HARTFORD, CT",06108-3007,Match,"-72.64602,41.76942",-72.64602,41.76942,Hartford County,Orange,Tiny,B,2
470,UNCAS PHARMACY,(860) 889-8413,PCY.0000514,"245,285","20 TOWN STREET
CT 06360
(41.545877, -72.09001)",20 TOWN STREET,NORWICH,CT,"20 TOWN STREET, NORWICH, CT",6360,Match,"-72.08949,41.545765",-72.08949,41.545765,New London County,Black,Mid,F,6
471,CVS PHARMACY #1903,(860) 243-1704,PCY.0001499,"39,111","799 824 PARK AVE
CT 06002-2417
(41.837096, -72.687562)",799-824 PARK AVE,BLOOMFIELD,CT,"799-824 PARK AVE, BLOOMFIELD, CT",06002-2417,Match,"-72.73374,41.82924",-72.73374,41.82924,Hartford County,Orange,Tiny,B,2
474,STOP & SHOP PHARMACY #2605,(860) 741-2200,PCY.0001345,"38,655","54 HAZARD AVE
CT 06082-3845
(41.989505, -72.574563)",54 HAZARD AVE,ENFIELD,CT,"54 HAZARD AVE, ENFIELD, CT",06082-3845,Match,"-72.57698,41.98973",-72.57698,41.98973,Hartford County,Orange,Tiny,B,2
475,CVS PHARMACY #840,(860) 956-7107,PCY.0001286,"38,445","908 MAPLE AVE
CT 06114-2723
(41.734359, -72.687204)",908 MAPLE AVE,HARTFORD,CT,"908 MAPLE AVE, HARTFORD, CT",06114-2723,Match,"-72.68721,41.734383",-72.68721,41.734383,Hartford County,Orange,Tiny,B,2
476,WALGREENS #10483,(860) 440-3566,PCY.0001728,"222,256","698 BANK ST
CT 06320-5040
(41.349444, -72.104482)",698 BANK ST,NEW LONDON,CT,"698 BANK ST, NEW LONDON, CT",06320-5040,Match,"-72.10405,41.349564",-72.10405,41.349564,New London County,Black,Mid,F,6
477,SAM'S CLUB PHARMACY #10-6636,(860) 665-0867,PCY.0002129,"519,234","3465 BERLIN TPKE
CT 06111-5106
(41.649893, -72.728824)",3465 BERLIN TPKE,NEWINGTON,CT,"3465 BERLIN TPKE, NEWINGTON, CT",06111-5106,Match,"-72.72716,41.65257",-72.72716,41.65257,Hartford County,Orange,Tiny,B,2
478,CVS PHARMACY #1775,(203) 325-5172,PCY.0002034,"427,489","1058 HOPE ST
CT 06907-2110
(41.094772, -73.518628)",1058 HOPE ST,STAMFORD,CT,"1058 HOPE ST, STAMFORD, CT",06907-2110,Match,"-73.51851,41.094654",-73.51851,41.094654,Fairfield,Red,Tiny,A,1
479,RITE AID  #1427,(860) 582-3491,PCY.0001231,"38,240","430 N MAIN ST
STE A, CT 06010-4117
(41.680146, -72.947189)",430 N MAIN ST STE A,BRISTOL,CT,"430 N MAIN ST STE A, BRISTOL, CT",06010-4117,Match,"-72.9472,41.67986",-72.9472,41.67986,Hartford County,Orange,Tiny,B,2
480,CVS PHARMACY #2119,(860) 828-6584,PCY.0001683,"149,954","1055 FARMINGTON AVE
CT 06037-2244
(41.630901, -72.760138)",1055 FARMINGTON AVE,KENSINGTON,CT,"1055 FARMINGTON AVE, KENSINGTON, CT",06037-2244,Match,"-72.76102,41.631466",-72.76102,41.631466,Hartford County,Orange,Tiny,B,2
481,CORNERSTONE PHARMACY,203-324-0251,PCY.0002241,"1,077,257","134 STILLWATER AVE
CT 06902-4839
(41.052001, -73.551872)",134 STILLWATER AVE,STAMFORD,CT,"134 STILLWATER AVE, STAMFORD, CT",06902-4839,Match,"-73.55154,41.051975",-73.55154,41.051975,Fairfield,Red,Tiny,A,1
482,WALGREENS #02858,(860) 346-7372,PCY.0001511,"39,120","633 WASHINGTON ST
CT 06457-2542
(41.555008, -72.672769)",633 WASHINGTON ST,MIDDLETOWN,CT,"633 WASHINGTON ST, MIDDLETOWN, CT",06457-2542,Match,"-72.67168,41.555275",-72.67168,41.555275,Middlesex County,Purple,Small,D,4
483,MANCHESTER RX LLC,(860) 649-1025,PCY.0001290,"38,449","348 MAIN ST
CT 06040-4123
(41.781428, -72.522239)",348 MAIN ST,MANCHESTER,CT,"348 MAIN ST, MANCHESTER, CT",06040-4123,Match,"-72.52234,41.781536",-72.52234,41.781536,Hartford County,Orange,Tiny,B,2
484,STOP & SHOP PHARMACY #603,203-881-2756,PCY.0001763,"245,610","15 FRANKLIN ST
CT 06483-2809
(41.400614, -73.072106)",15 FRANKLIN ST,SEYMOUR,CT,"15 FRANKLIN ST, SEYMOUR, CT",06483-2809,Match,"-73.07506,41.39703",-73.07506,41.39703,New Haven County,Green,Tiny,E,5
